,page_num,text
17,17,"20 Tenancy Guide  Decree No. (43) of 2013 Determining Rent Increases for Real Property in the Emirate of Dubai(1) We, Mohammed bin Rashid Al Maktoum, Ruler of Dubai, After perusal of: Law No. (9) of 2004 Concerning Dubai International Financial Centre and its amendments; Law No. (16) of 2007 Establishing the Real Estate Regulatory Agency; Law No. (26) of 2007 Regulating the Relationship between Landlords and Tenants in the Emirate of Dubai and its amendments; Decree No. (22) of 2009 Concerning Special Development Zones in the Emirate of Dubai; Decree No. (2) of 2011 Concerning Rent in the Emirate of Dubai; Decree No. (26) of 2013 Concerning the Rent Disputes Settlement Centre in the Emirate of Dubai; and The legislation regulating free zones in the Emirate of Dubai, Do hereby issue this Decree. Percentages of Increase Article (1) When renewing real property lease contracts, the maximum percentage of rent increase for real property in the Emirate of Dubai will be as follows: a. no rent increase, where the rent of the real property unit is up to ten percent (10%) b. less than the average rental value of similar units; c. fve percent (5%) of the rent of the real property unit, where the rent is eleven Â© 2014 The Government of Dubai Legal Affairs Department (1) Every effort has been made to produce an accurate and complete English version of this legislation. However, for the purpose of its interpretation and application, reference must be made to the original Arabic text. In case of confict the Arabic text will prevail. "
18,18,"21 Tenancy Regulating Legislations  percent (11%) to twenty percent (20%) less than the average rental value of similar units; d. ten percent (10%) of the rent of the real property unit, where the rent is twenty one percent (21%) to thirty percent (30%) less than the average rental value of similar units; e. ffteen percent (15%) of the rent of the real property unit, where the rent is thirty one percent (31%) to forty percent (40%) less than the average rental value of similar units; or f. twenty percent (20%) of the rent of the real property unit, where the rent is more than forty percent (40%) less than the average rental value of similar units. Scope of Application Article (2) This Decree will apply to landlords, whether private or public entities, in the Emirate of Dubai, including those in special development zones and free zones such as Dubai International Financial Centre. Average Rental Value Article (3) For the purposes of application of Article (1) of this Decree, the average rental value of similar units will be determined in accordance with the âRent Index of the Emirate of Dubaiâ approved by the Real Estate Regulatory Agency. Publication and Commencement Article (4) This Decree comes into force on the day on which it is issued, and will be published in the Offcial Gazette. Mohammed bin Rashid Al Maktoum Ruler of Dubai Issued in Dubai on 18 December 2013 Corresponding to 15 Safar 1435 A.H. "
19,19,"22 Tenancy Guide Law No. (33) of 2008 Amending Law No. (26) of 2007 Regulating the Relationship between Landlords and Tenants in the Emirate of Dubai 2 We, Mohammed bin Rashid Al Maktoum, Ruler of Dubai, After perusal of: Federal Law No. (5) of 1985 Issuing the Civil Code of the United Arab Emirates and its amendments; Federal Law No. (10) of 1992 Issuing the Law of Evidence in Civil and Commercial Transactions and its amendments; Law No. (16) of 2007 Establishing the Real Estate Regulatory Agency; Law No. (26) of 2007 Regulating the Relationship between Landlords and Tenants in the Emirate of Dubai; and Decree No. (2) of 1993 Establishing a Special Tribunal for the Settlement of Disputes between Landlords and Tenants and its amendments, Do hereby issue this Law. Article (1) Articles (2), (3), (4), (9), (13), (14), (15), (25), (26), (29), and (36) of Law No. (26) of 2007 Regulating the Relationship between Landlords and Tenants in the Emirate of Dubai will be superseded by the following provisions: Article (2) In implementing the provisions of this Law, the following words and expressions will have the meaning indicated opposite each of them, unless the context implies otherwise: Â© 2014 The Government of Dubai Legal Affairs Department (1) Every effort has been made to produce an accurate and complete English version of this legislation. However, for the purpose of its interpretation and application, reference must be made to the original Arabic text. In case of confict the Arabic text will prevail. "
20,20,"23 Tenancy Regulating Legislations     Emirate: The Emirate of Dubai. Tribunal: The Special Tribunal for the Settlement of Disputes between Landlords and Tenants. RERA: The Real Estate Regulatory Agency. Real Property: Immovable property and everything affxed or annexed to it, and which is leased out for purposes of accommodation or conducting a business activity, trade, profession, or any other lawful activity. Tenancy Contract: A contract by virtue of which the Landlord is bound to allow the Tenant use of the Real Property for a specifc purpose, over a specifc term, and in return for a specifc consideration. Landlord: A natural or legal person who is entitled by law or agreement to dispose of Real Property. This also includes a person to whom ownership of the Real Property is transferred during the term of a Tenancy Contract, an agent or legal representative of the Landlord, or a Tenant who is permitted by the Landlord to sub let the Real Property. Tenant: A natural or legal person who is entitled use of the Real Property by virtue of a Tenancy Contract, or any person to whom the tenancy is legally transferred from the Tenant. Sub Tenant: A natural or legal person who is entitled use of the Real Property or any part thereof by virtue of a Tenancy Contract entered into with the Tenant. Rent: The specifed consideration which the Tenant must be bound to pay by virtue of the Tenancy Contract. Notice: A written notifcation sent by either party to the Lease Contract to the other through the Notary Public, or delivered by registered post, by hand, or by any other technological means approved by law. "
21,21,"24 Tenancy Guide  Article (3) The provisions of this Law will apply to lands and Real Property leased out in the Emirate excluding Real Property provided free of Rent by natural or legal persons to accommodate their employees. Article (4) 1.The contractual relationship between Landlord and Tenant will be regulated by a Tenancy Contract detailing, in a manner allowing no room for uncertainty, a description of the leased Real Property, the purpose of the tenancy, the term of the Tenancy Contract, the Rent and payment method, and the name of the owner of the Real Property, if the Landlord is not the owner. 2.All Tenancy Contracts or any amendments to such Tenancy Contracts related to Real Property which are subject to the provisions of this Law will be registered with RERA. Article (9) 1.The Landlord and Tenant must specify the Rent in the Tenancy Contract. Should the parties omit or fail to specify the agreed Rent, the Rent must be the same as that of similar Real Property. 2.The Tribunal will determine the Rent of similar Real Property taking into account the criteria determining the percentage of Rent increase set by RERA, the overall economic situation in the Emirate, the condition of the Real Property, and the average Rent of similar Real Property in similar Real Property markets within the same area and in accordance with any applicable legislation in the Emirate concerning Real Property Rent, or any other factors which the Tribunal deems appropriate. Article (13) For the purposes of renewing the Tenancy Contract, the Landlord and Tenant may, prior to the expiry of the Tenancy Contract, amend any of the terms of the Tenancy Contract or review the Rent, whether increasing or decreasing it. Should the Landlord and Tenant fail to reach an agreement, then the Tribunal may determine the fair Rent, taking into account the criteria stipulated in Article (9) of this Law. "
22,22,"25 Tenancy Regulating Legislations   Article (14) Unless otherwise agreed by the parties, if either party to the Tenancy Contract wishes to amend any of its terms in accordance with Article (13) of this Law, that party must notify the other party of same no less than ninety (90) days prior to the date on which the Tenancy Contract expires. Article (15) The Landlord will be bound to hand over the Real Property in good condition, which allows the Tenant full use as stated in the Tenancy Contract. However, the parties may agree upon renting an unfnished Real Property provided that the Tenant agrees to complete the construction of the Real Property in a manner to render it suitable for use as intended. The identity of the party who will incur the costs of completing the construction will be determined in the Tenancy Contract. Article (25) The Landlord may seek eviction of the Tenant from the Real Property prior to the expiry of the term of the Tenancy only in the following cases: 1.where the Tenant fails to pay the Rent or any part thereof within thirty (30) days after the date a Notice to pay is given to the Tenant by the Landlord unless otherwise agreed by the parties; a. where the Tenant sub lets the Real Property or any part thereof without obtaining the Landlordâs approval in writing. In this case, the eviction will apply to both the Tenant and Sub Tenant. However, the Sub Tenantâs right to claim a compensation from the Tenant will be preserved; b. where the Tenant uses the Real Property or allows others to use it for any illegal purpose or for a purpose which breaches public order or morals; c. where the Tenant of commercial Real Property leaves the Real Property unoccupied for no valid reason for thirty (30) consecutive days or ninety (90) non consecutive days within the same year, unless agreed otherwise by both parties; d. where the Tenant makes a change to the Real Property that renders it unsafe in a manner that makes it impossible to restore the Real Property "
23,23,"26 Tenancy Guide    to its original state, or damages the Real Property willfully or through gross negligence, by failing to exercise due diligence, or by allowing others to cause such damage; e. where the Tenant uses the Real Property for a purpose other than that for which the Real Property was leased, or uses the Real Property in a manner that violates planning, construction, and use of land regulations in force in the Emirate; f. where the Real Property is condemned, provided that the Landlord must prove this by a technical report issued by or attested to by Dubai Municipality; g. where the Tenant fails to observe any obligation imposed on him by this Law or any of the terms of the Tenancy Contract within thirty (30) days from the date a Notice to perform such obligation or term is served upon him by the Landlord; or h. where competent Government entities requires demolition or reconstruction of the Real Property as per urban development requirements in the Emirate. For the purposes of paragraph (1) of this Article, the Landlord will give Notice to the Tenant through a Notary Public or registered post. 2.Upon expiry of the Tenancy Contract the Landlord may request eviction of the Tenant from the Real Property only in any of the following cases: a. where the owner of the Real Property wishes to demolish the Real Property to reconstruct it, or to add any new constructions that will prevent the Tenant from using the Real Property, provided that the required permits are obtained from the competent entities; b. where the Real Property is in a condition that requires restoration or comprehensive maintenance that cannot be carried out in the presence of the Tenant in the Real Property, provided that the condition of the Real Property is verifed by a technical report issued by or attested to by Dubai Municipality; c. where the owner of the Real Property wishes to take possession of it for his personal use or for use by any of his frst degree relatives, provided that "
24,24,"27 Tenancy Regulating Legislations  the owner proves that he does not own another Real Property appropriate for such purpose; or d. where the owner of the Real Property wishes to sell the leased Real Property. For the purposes of paragraph (2) of this Article, the Landlord must notify the Tenant of the eviction reasons twelve (12) months prior to the date set for eviction, provided that this notice is given through a Notary Public or registered post. Article (26) If the Tribunal awards the Landlord possession of the Real Property for his personal use or for use by any of his frst degree relatives in accordance with sub paragraph (c) of paragraph (2) of Article (25) of this Law, the Landlord may not rent the Real Property to a third party before the lapse of at least two (2) years from the date of possession of the Real Property by the Landlord in case of residential Real Property and three (3) years in case of non residential Real Property, unless the Tribunal, in its discretion, sets a shorter period. Otherwise, the Tenant may request the Tribunal to award him a fair compensation. Article (29) 1.The Tenant has the right of frst refusal to rent the Real Property after it has been demolished and reconstructed or renovated and refurbished by the Landlord, provided that the Rent is determined in accordance with the provisions of Article (9) of this Law. 2.The Tenant must exercise the right of frst refusal referred to in the preceding paragraph within a period not exceeding thirty (30) days from the date the Tenant is notifed by the Landlord. Article (36) The Chairman of the Executive Council will issue the regulations, bylaws, and resolutions required for the implementation of the provisions of this Law. "
25,25,28 Tenancy GuideArticle (2) This Law will be published in the Offcial Gazette and will come into force on the day on which it is published. Mohammed bin Rashid Al Maktoum Ruler of Dubai Issued in Dubai on 1 December 2008 Corresponding to 3 Thu al Hijjah 1429 A.H. 
26,26,"29 Tenancy Regulating Legislations  Law No. (26) of 2007 Regulating the Relationship between Landlords and Tenants in the Emirate of Dubai 3 We, Mohammed bin Rashid Al Maktoum, Ruler of Dubai, After perusal of: Federal Law No. (5) of 1985 Issuing the Civil Code of the United Arab Emirates and its amendments; Federal Law No. (10) of 1992 Issuing the Law of Evidence in Civil and Commercial Transactions; Decree No. (2) of 1993 Establishing a Special Tribunal for the Settlement of Disputes between Landlords and Tenants; and Law No. (16) of 2007 Establishing the Real Estate Regulatory Agency, Do hereby issue this Law. Title Article (1) This Law will be cited as âLaw No. (26) of 2007 Regulating the Relationship between Landlords and Tenants in the Emirate of Dubai â. Defnitions and Scope of Application Article (2) In implementing the provisions of this Law, the following words and expressions will have the meaning indicated opposite each of them, unless the context implies otherwise: Emirate: The Emirate of Dubai. RERA: The Real Estate Regulatory Agency. Â© 2014 The Government of Dubai Legal Affairs Department (1) Every effort has been made to produce an accurate and complete English version of this legislation. However, for the purpose of its interpretation and application, reference must be made to the original Arabic text. In case of confict the Arabic text will prevail. "
27,27,"30 Tenancy Guide    Real Property: Immovable property and everything affxed or annexed to it and which is leased out for purposes of accommodation or conducting a business activity, trade, profession, or any other lawful activity. Lease Contract: A contract by virtue of which the Landlord is bound to allow the Tenant use of the Real Property for a specifc purpose, over a specifc term, and in return for a specifc consideration. Landlord: A natural or legal person who is entitled by law or agreement to dispose of Real Property. This also includes a person to whom ownership of the Real Property is transferred during the term of a Lease Contract, an agent or legal representative of the Landlord, or a Tenant who is permitted by the Landlord to sub let the Real Property. Tenant: A natural or legal person who is entitled to use Real Property by virtue of a Lease Contract, or any person to whom the lease is legally transferred from the Tenant. Sub tenant: A natural or legal person who is entitled use of the Real Property or any part thereof by virtue of a Lease Contract entered into with the Tenant. Rent: The specifed consideration which the Tenant will be bound to pay by virtue of the Lease Contract. Tribunal: The Special Tribunal for the Settlement of Disputes between Landlords and Tenants. Notice: A written notifcation sent by either party to the Lease Contract to the other through the Notary Public, or delivered by registered post, by hand, or by any other technological means approved by law. Article (3) The provisions of this Law will apply to Real Property leased out in the Emirate, including vacant and agricultural lands, but excluding hotel establishments "
28,28,"31 Tenancy Regulating Legislations and Real Property provided by natural or legal persons as accommodation to their employees at no charge. Lease Contract Article (4) 1.The contractual relationship between Landlord and Tenant will be regulated by a written Lease Contract signed by both parties and detailing, in a manner allowing no room for uncertainty, a description of the leased Real Property, the purpose of the Lease Contract, the name of the owner, the number and type of the land, and the area where the Real Property is located. It will also determine the term of the Lease Contract, the Rent, and payment method. 2.All Lease Contracts related to Real Property which is subject to the provisions of this Law and any amendments thereto will be registered with RERA. Judicial authorities and Government departments, authorities, and corporations may not consider any dispute or claim or otherwise take any action relating to a Lease Contract unless such Contract is registered with RERA in accordance with the relevant rules and regulations. Term of Lease Contract Article (5) The term of a Lease Contract must be specifed. Where the term is not specifed in the Lease Contract or where it is impossible to prove the alleged term, the Lease Contract will be deemed valid for the period specifed for payment of the Rent. Article (6) Where the term of a Lease Contract expires, but the Tenant continues to occupy the Real Property without any objection by the Landlord, the Lease Contract will be renewed for the same term or for a term of one year, whichever is shorter, and under the same terms as the previous Lease Contract. "
29,29,"32 Tenancy GuideArticle (7) Where a Lease Contract is valid, it may not be unilaterally terminated during its term by the Landlord or the Tenant. It can only be terminated by mutual consent or in accordance with the provisions of this Law. Article (8) The term of a sub lease contract entered into between the Tenant and Sub tenant will expire upon the expiry of the term of the Lease Contract entered into between the Landlord and Tenant, unless the Landlord expressly agrees to extend the term of the sub lease contract. The Rent Article (9) Landlord and Tenant must specify the Rent in the Lease Contract. In any event, the Rent may not be increased nor may any of the terms of the Lease Contract be amended before the lapse of two years as of the date when the original contractual relationship was established. Article (10) RERA will have the authority to establish criteria relating to percentages of Rent increase in the Emirate in line with the requirements of the prevailing economic situation in the Emirate. Article (11) Unless otherwise agreed, the Rent will cover use of the Real Property amenities such as swimming pools, playgrounds, gymnasiums, health clubs, car parks, and other amenities. Article (12) The Tenant will pay the Landlord the Rent on the dates mutually agreed upon. "
30,30,"33 Tenancy Regulating Legislations Where there is no agreement or where it is impossible to verify the payment dates, the Rent must be annually paid in four (4) equal instalments to be paid in advance. Article (13) 1.Subject to the provisions of Article (9) of this Law and for the purposes of renewing the Lease Contract, the Landlord and Tenant may review the Rent, and if they do not reach an agreement and it is proved necessary to extend the term of the Lease Contract, the Tribunal may decide on extending the Lease Contract and determine the Rent based on the average Rent of similar Real Property. 2.The Tribunal will determine the average rental value of similar Real Property in accordance with the legislation adopting criteria and amount of Rent, proposed by RERA, taking into account the condition of the Real Property and the prevailing market rate of Rent of similar Real Property within the same area. Article (14) Where either of the two parties to a Lease Contract do not wish to renew the Lease Contract or wish to amend any of its terms, such party must notify the other party of such intent no less than ninety (90) days before the date on which the Lease Contract expires, unless otherwise agreed by the parties. Landlordâs Obligations Article (15) The Landlord will be bound to hand over the Real Property in good condition, which allows the Tenant full use stated in the Lease Contract. Article (16) Unless otherwise agreed by the parties, the Landlord will, during the term of the Lease Contract, be responsible for the Real Propertyâ maintenance works and for repairing any defect or damage that may affect the Tenantâs intended use of the Real Property. "
