,page_num,text
29,29,"  Page 8 of 19 pages (2) All building s subjec t to a Volumetric Subdivision must have a Building Management Statement.  (3) If a Developer wishes to make a Volumetric Subdivision, it must bear all relevant costs including without limitation (Volumetric Subdivision, preparation of the Building Manageme nt Statement, consulting, preparation of Joint own property Declaration ).  (4) The purpose of a Building Management Statement is to â (a) identify the Components; (b) identify the Common Elements; (c) specify which Component Owners own the various Common Elements; (d) specify rights of access, including for Utility Services, to a Component where those rights are over or through another Component; (e) specify rights of support or shelter of the Components; (f) specify how the Common Elements are to be maintained and who is to be responsible for their maintenance; (g) specify how the costs of maintenance, including renewal and replacement costs, are to be shared by the Component Owners; and (h) set out the arrangements for building related insurances, including the basis on which the costs of insurance will be shared by the Component Owners.  (5) A Building Management Statement may authorize:  (a) the opening of a bank account in the name of the Owners Association to which it relates; (b) specify the way in which signatories to operate that bank account are determined; and (c) specify any constraints on the operation of that bank account;  and a bank is authorized to open such an account and allow it to be operated in accordance with the escrow account of Owners Associations and terms of the Building Ma nagement Statement.  Article ( 9) Optional Contents  A Building Management Statement must contain arrangements about the matters in sub  clause (4) of article ( 7) and may also contain provisions about any or all of the following: "
30,30,"  Page 9 of 19 pages (a) establishment and operati on of a management group; (b) calculation, imposition and recovery of maintenance (including renewal and replacement) charges; (c) calculation, imposition and recovery of charges to fund the promotion of commercial or retail facilities within the building; (d) archite ctural standards for the building the subject of the Building Management Statement; (e) waste management, energy and water efficiency and other environmental management requirements; (f) rules for use of Common Elements; (g) administrative arrangements and record kee ping; (h) dispute resolution; and (i) such other matters as are reasonably required to protect the interests of the owners and occupiers of Components.   Article ( 10) Binding Effect of Building Management Statement  A Building Management Statement shall bind the Component Owners , including Owners Association s, Unit Owners, Occupiers and persons having an interest in rem in a Unit.   Article (1 1) Effect of Easements, Covenants and Restrictions  Any easements, covenants or restrictions in a Building Management St atement shall have effect according to their terms.   Article ( 12) Effect of Conflicting Provisions  A provision in a Building Management Statement must not conflict with the Law, or regulation s, resolutions and directions made under the Law and is inval id to the extent of any such conflict.    "
31,31,"  Page 10 of 19 pages Article (1 3) Form and Content  The Department General Director may specify the form and detail of the content of a Building Management Statement.  Chapter Three Supply Agreements  Article (14) Control Period  The Control Period commences upon registration of the Owners Association and ends when the combined Entitlements of Owners, other than the Developer, equal or exceed two thirds of the Aggregate Entitlements.  Article (1 5) Term Limitation  (1) Supply Agre ements with a term exceeding 3 years, including any option to renew, are prohibited.  (2) The Association Manager may not enter into a greements with a term exceeding 3 years .  Article (1 6) Termination Right  (1) An Association Manager Agreement and Supply Agreements entered into by an Owners Association during the Control Period may be terminated by a resolution of a majority of Owners (other than the Developer and related parties or interest groups) at its first Annual General Assembly.  (2) To terminate the Association Manager Agreement or any other Supply Agreement the Board will give notice of the resolution passed pursuant to Article 1 6(1) to the manager or supplier whereupon the agreement shall be terminated.  Article (1 7) Content of Certain Agree ments  (1) A Supply Agreement or Association Manager Agreement to which this Article applies must include clauses dealing in every respect with the following: "
32,32,"  Page 11 of 19 pages (a) in the case of a supply of goods, the agreement must include a complete description of those goo ds and the price to be paid for them, which must be a price competitive with prices obtainable on the open market for similar goods; or  (b) in the case of services â (i) a detailed description of the services to be provided; (ii) the fee to be charged for th ose services, which must be a fee competitive with fees obtainable on the open market for similar services; (iii) a means of monitoring and assessing the performance of the service provider; (iv) provision for termination of the agreement for non   performan ce or other default; (v) provision allowing the Owners Association, on reasonable terms, to vary the services or service levels to be provided, subject to a corresponding adjustment of the fee; and (vi) a prohibition on the service provider seeking or acce pting secret commissions or incentives or bribes in relation to goods or services to be procured from third party providers.  (c) in the case of supplying goods or providing services â (i) the supplier or service provider should have a trade license authoriz ing it to supply the goods and requirements or provide the required services; (ii) no supplier or service provider may subcontract a third party to supply or provide that service; and (iii) Operational and overheads cost , salaries, appointment of employees for the company shall not be charged to the Owner Association or the owners.  (d) in the case of appointing a company to provide management services for the Common Areas a. the Owners Association must contract with registered companies and licensed by RERA to p rovide the management services to the Common Areas pursuant to Law No. 27 of 2007 and its implementation regulations. b. The management contract must be registered with RERA.  (6) If a Supply Agreement or Association Manager Agreement does not comply with any of the above clauses, then any Owner may apply to the appropriate Court to invalidate the agreement or amend its terms.  "
33,33,"  Page 12 of 19 pages Chapter F our Community Rules Enforcement Notices  Article ( 18) Service of Notice  If the Board of an Owners Association reasonab ly forms the opinion that an Owner or occupier is in breach of a Community Rule the Board may authorize the Association Manager to serve a Community Rules Enforcement Notice on the offending Owner or Occupier. The notice must be in the form provided by the Department and completed in accordance with instructions on that form.  Article ( 19) Failure to Comply  (1) If an Owner or Occupier on whom a valid Community Rules Enforcement Notice is served, fails to comply with that notice the Board may, by further notice, impose a monetary penalty on the Owner or Occupier not exceeding AED 2,000. That further notice must be in the form provided by RERA and completed in accordance with instructions on that form.  (2) A monetary penalty imposed under this Chapter may be recovered by the Owners Association as a debt.  Chapter Five Appointment of Temporary Administrator  Article ( 20)  If any of the following circumstances exist   (a) the Owners Association refuses or fails to comply with a dispute resolution decision mad e by a private adjudicator or RERA ; (b) the Owners Association fails to discharge a duty imposed on it by the Law, or the regulations, resolutions or directions made under the Law; or (c) the affairs of the Owners Association are in serious disarray,  then RERA may appoint an administrator to take control of the Owners Association for a specified period of time. "
34,34,"  Page 13 of 19 pages Article ( 21) Effect of Appointment  Upon appointment of a temporary administrator:  (a) all positions on the Owners Associationâs Board are vacated; (b) the pow ers and functions of the Owners Association Board are conferred on the administrator for the period specified by RERA ; and (c) the administrator must comply with RERA âs written directions, whether given in the instrument making the appointment or subsequently.  Article ( 22) Election of New Board  In a timely manner before the term of appointment of the administrator expires, the administrator must convene a meeting of the General Assembly to elect a new Board which will assume responsibility for the governanc e of the Owners Association from the time of expiry of that term.  Chapter Six Registration of Owners Associations  Article ( 23) Requirements for Registration  (1) To establish an Owners Association, the following documents must be lodged:  (a) Application for Registration; (b) the Common Areas Site Plan; (c) the Jointly Owned Property Declaration; (d) the title document for the plot the subject of the Site Plan or a letter from the Department stating that the title document is under process ; (e) the audit report prepared under sub  article (10 ) of article ( 7) or an undertaking to lodge it within the specified period; (f) the transfer of the first Unit : (g) if the application is made by Unit Owners, evidence of service of and non  compliance with the notice under article (11), sub  "
35,35,"  Page 14 of 19 pages article (3) of the Jointly Owned Property Declaration Regulations (No # of 2010 ); (h) the Departmentâs fees; and (i) such other documents as the Department may require.  (2) The Director General of the Department may require submission of any or all of the documents in sub  clause (1) of this article, including any part of any such document, to be lodged electronically.  Article ( 24) Management and Accounting System  (1) An Owners Association, once registered, must use an electronic management and accounting system t o keep its accounting and other statutory records and to produce the forms and other documents required to be produced by or under its Constitution and the Regulations.  (2) The electronic management and accounting system referred to in sub   clause (1) of t his article must be approved by the RERA.  (3) An Owners Association, once registered, must provide the RERA with such data relevant to its affairs in the form and manner and at the times required by RERA . (4) RERA may extend the time, either generally or in a particular case, for compliance with a provision of this article.  Article (25) Establishing the Owners Association  (1) The Developer registering an Owners Association in respect of a project must:  (a) keep the books and records of the Owners Associa tion as required under its Constitution; (b) effect in the name of the Owners Association the insurances that it is required to effect; (c) prepare all the documents required to be dealt with at the First Annual General Assembly of the Owners Association; (d) hold tha t First Annual General Assembly; and (e) administer the Owners Association and the Common Areas (including their repair and maintenance) until the First Annual General Assembly.  (2) The Owners Association is responsible for the reasonable costs of the things required to be done under sub  article (1) of this article. "
36,36,"  Page 15 of 19 pages (3) The Director General may issue directions in respect of a particular building or community, or buildings and communities in Dubai generally, controlling the level of service charges imposed pe nding the establishment of an Owners Association and the holding of its first Annual General Assembly.  Article ( 26) Failure to Maintain Common Areas  (1) If an Owners Association has failed to maintain its Common Areas in accordance with its Constitution or Jointly Owned Property Declaration, RERA, or a party authorized by it, may carry out an inspection of the Jointly Owned Property.  (2) If having carried out such an inspection RERA, or the party authorized by it, finds out that the Owners Association h as failed to maintain its Common Areas, then RERA must issue a written notice to the Owners Association specifying the breach, the work to be carried out by the Owners Association and a reasonable time in which the work must be completed.  (3) If the Owner s Association fails to comply with the rectification notice , RERA may do all or any of the following:  (a) appoint an temporary administrator under Chapter 5 of this Regulation; (b) impose a penalty not exceeding AED100,000.  Chapter Seven Transitional Provisions  Article ( 27) Definitions  Existing Project: Any existing project on the Effective Date, in respect of which:  (a) one or more Proposed Units have been sold by the Developer to a Consumer; or (b) the Developer has existing arrangements in place, which are reason ably achievable, to release the project to market within the First Period and such release occurs within that period. "
37,37,"  Page 16 of 19 pages First Period The period commencing on the Effective Date and ending 3 calendar months after its commencement.  Second Period The period c ommencing upon expiry of the First Period and ending 6 calendar months after its commencement. Interim Disclosure Statement: A statement in compliance with article ( 31).  Article ( 28) Exclusion of Articles (4) and (5)  This Chapter applies to the Existi ng Project, while Articles (4) and (5) do not apply to an Existing Project until the expiry of the Second Period.  Article (29) First Period Requirements  (1) During the First Period, before a Consumer signs a contract to buy a Proposed Unit in an Exist ing Project , the Developer must attach to that contract a Notice to Purchaser in the form approved by RERA . (2) During the First Period, before a Consumer enters into a contract to sell a Proposed Unit in an Existing Project that they are purchasing from a Developer or another Consumer they must attach to that contract a Notice to Purchaser in the form approved by RERA . (3) If a Developer fails to comply with sub  clause (1) of this article, the contract to which the Notice to Purchaser should have been at tached is void and of no effect.  (4) If a Consumer fails to comply with sub  clause (2) of this article, the contract to which the Notice to Purchaser should have been attached is void and of no effect.  Article (30) Second Period Requirements  (1) Durin g the Second Period, before a Consumer signs a contract to buy a Proposed Unit in an Existing Project the Developer must:  (a) attach to that contract a Notice to Purchaser in the form approved by RERA ; and "
38,38,"  Page 17 of 19 pages (b) give to the Consumer an Interim Disclosure Statement.  (2) During the Second Period, before a Consumer enters into a contract to sell a Proposed Unit that they are purchasing from a Developer or another Consumer, they must:  (a) attach to that contract a Notice to Purchaser in the form approved by RERA ; and (b) give the purchaser from them a complete copy of any Interim Disclosure Statement that they received when they purchased the Proposed Unit.  (3) If a Developer fails to comply with sub  clause (1) of this article, the contract to which the Developerâs obligatio n applied is void and of no effect.  (4) If a Consumer fails to comply with sub  clause (2) of this article, the contract to which the Consumerâs obligation applied is void and of no effect.  Article (31) Interim Disclosure Statement Requirements  An Inte rim Disclosure Statement must be signed by the Developer and set out the following information:  (a) a description of the building or project of which the Proposed Unit will be part, including â (i) the intended land uses within the building or project (e.g. residential, furnished or hotel apartments and retail); (ii) any features of, or equipment or services included in, the building or project that contribute to ecological sustainable development; (iii) any special use that applies to the Proposed Unit (e.g. serviced apart ment); (iv) facilities on the proposed Common Areas that will be available for use by Owners and Occupiers as of right; (v) facilities within the building or project that will be available for use by Owners and Occupiers on a commercial basis; and (vi) items of furnitur e and furnishings (if any) for the proposed Common Areas and the Proposed Unit that the Developer commits to make available without additional charge;  (vii) a draft plan for the Proposed Unit clearly showing the areas of the Unit required by the Directions to b e shown on the plan for registration purposes, but showing no other areas; "
39,39,"  Page 18 of 19 pages (viii) a schedule of materials and finishes for both the proposed Common Areas and the Proposed Unit; (ix) whether any Supply Agreements are to be entered into by the proposed Owners Associatio n and, if so, which agreements;  (x) proposed arrangements for the supply of Utility Services to the Jointly Owned Property and the Unit; (xi) where any Utility Service will be provided by a non  Dubai Government entity, other than the Owners Association, a statemen t identifying the Utility Service and indicating how charges will be made for that Utility Service; (xii) whether the Owners Association will on  sell any Utility Service to Unit Owners and, if so, providing details of the supply arrangements; (xiii) whether constructio n has commenced and if not, specifying the estimated date for commencement of construction; (xiv) a reasonably estimated date on which the property will be handed over to the purchaser; and (xv) a statement directing the purchaserâs attention to their obligation to register the contract in the interim real estate register in accordance with the related laws including a statement explaining the consequences of non  registration.  Article ( 32) Developer warranty  The Developer is deemed to have warranted the informatio n in an Interim Disclosure Statement and if within two years of the date on which the Unit is transferred from the Developer any of that information is found to be inaccurate or incomplete in a material way the Developer will be liable to the Consumer to whom the Unit is transferred for damages, whether the Consumer purchased from the Developer or another Consumer.   Article ( 33) Building Management Statements  (1) The Building Management Statement must contain provisions that are reasonably necessary to r egulate the rights and obligations of the owners to be bound by it, including the basis on which maintenance and other costs are to be fairly shared among all parties .  (2) Without prejudice to the provisions of sub  article (1 ) of this article, a provisio n of a Statement must not conflict with the Law, or the regulations, resolutions or directions made under the Law and is invalid to the extent of any such conflict. "
40,40,"  Page 19 of 19 pages (3) RERA may refuse to register a Statement if in its opinion its provisions are not in a ccordance with sub  article s (1) and (2) of this article.   Article ( 34) Supply Agreements  (1) This article applies to an Owners Association where at the time of its registration in accordance with this Regulation, title certificates for its individual Un its had been issued by the Department.  (2) The Developer who registers an Owners Association to which this article applies may not, as a duly authorized delegate of the Owners Association, enter into a Supply Agreement on its behalf.   Article ( 35) Colle ction of Service Charge s and Utility Charges  (1) A Developer may not impose any Service Charges or Utility Charges on the purchaser s and owners of units in Jointly Owned Properties Areas or Common Areas without obtaining the written consent of RERA.  (2) In the event of a Developer is in breach of clause (1) of this Article, RERA may take legal action against such Developer.  This Directio n is effective from on 13th of April 2010 in the emirate of Dubai "
41,41,
42,42,
43,43,
44,44,
45,45,
46,46,
47,47,
48,48,
49,49,
50,50,
51,51,
52,52,
53,53,
54,54,
55,55," Bu dokÃ¼manda HASSAS bilgi bulunmamaktadÄ±r. / This document does not contain SENSITIVE informaAon. Circular No. (4) of 2021 Enabling real estate unit owners to utilize their own property Based upon Law No. (6) of 2019 regarding the ownership of joint properties in Dubai, the Real Estate Regulatory Agency has issued the following circular: 1. It	is	prohibited	for	the	developer	or	management	company	to	take	any	action	against	owners	or	occupants	that	denies	their	right	to	benefit	from	a	real	estate	unit,	namely:	A)	Handover	of	a	real	estate	unit.	B)	Handover	of	keys	for	a	real	estate	unit.	C)	Handover	of	facilities	access	cards.	D)	Registration	of	real	estate	transactions.	E)	Issuance	of	the	title	deed	of	the	real	estate	unit	in	the	event	of	a	complete	settlement	of	a	real	estate	unitâs	value.	F)	Benefiting	of	common	parts	or	common	facilities	in	the	common	property.	2. Owners	or	occupants,	before	taking	over	real	estate	units,	have	the	right	to	appoint	a	specialized	company	to	inspect	a	real	estate	unit,	provided	that	it	is	licensed	and	registered	with	the	Real	Estate	Regulatory	Agency.	The	real	estate	developer	is	obligated	to	fix	the	defects	mentioned	in	the	inspection	report	before	handing	it	over.	3. It	is	prohibited	for	real	estate	developers	or	management	companies	to	impose	or	collect	any	financial	allowances	of	any	kind	from	owners	or	buyers	in	return	for	managing,	operating,	maintaining,	and	repair	of	common	areas	or	common	facilities,	or	for	any	other	reason,	except	after	obtaining	RERAâs	prior	approval.	4. The	developer	or	management	company	must	follow	the	procedures	and	measures	stipulated	in	the	regulations	and	legislation	in	the	event	of	outstanding	amounts	owed	by	owners	or	occupants	of	a	real	estate	unit.	Eng.	Marwan	bin	Ghalita	CEO RERA	 "
56,56,
57,57,
58,58,
59,59,
60,60,
61,61,
