,page_num,text
10,10,"Emirates Book Valuation Standards (EBVS) INTRODuCTION 1180044881 1		DEFINITIONS included in Emirates Book Valuation Standards In addition to the definitions included in International Valuation Standards which the Emirates Book Valuation Standards follows fully, following definitions are applied: LAW Dubai Government Executive Council Decision No. (37) of 2015 regulating the practice of the real estate appraisal profession in the Emirate of Dubai. It can be found on the official website of the Dubai Land Department: www.dubailand.gov.ae REAL ESTATE APPRAISAL It is an estimate of the market value of a specific real estate based on its location, characteristics, specifications, and other factors affecting its value at a specific date and for a specific purpose. PROFESSION Real estate appraisal profession. OFFICE The company or agency authorized to practice this profession in the emirate. VALuER He is the natural person registered in the registry to practice the profession in the emirate through the office or a licensed bank or financial institution. VALuER uNDER TRAINING The normal person who is registered and authorized to receive training sessions in the profession. INTERNAL VAL uER The internal valuer can be defined as a person who is working for the company that owns the asset that need to be evaluated. THE PERMIT The document issued by the institution, which includes allowing the office to practice the profession in the Emirate of Dubai, after meeting the conditions and requirements stipulated in the law. THE REGISTRY It is the paper document or electronic record approved by the institution and includes a list of the valuers and valuers under training, after they fulfill the requirements stipulated in the law.DEPARTMENT Land DepartmentAGENCY The Real Estate Regulatory Agency DIRECTOR Land Department directorINSTITuTION Dubai Real Estate Institute"
11,11,"Emirates Book Valuation Standards (EBVS) INTRODuCTION 12REAL ESTATE APPRAISAL REPORT This report includes a summary of the work done by the Valuer in order to reach an opinion about the value of the real estate under valuation. This report is issued to the customer for the purpose of using it for the purposes specified by the customer. CERTIFICATE It is the real estate appraisal certificate that summarizes what has been done of appraisal, and this certificate is usually part of the real estate appraisal report. According to the specific regulations of the Real Estate Regulatory Agency, this certificate may include a receipt to inform the customer that a specific value has been registered with the Real Estate Regulatory Agency in accordance with the law above. BUILDING CLASSIFICATION SURVEY (BCS) It is an official survey conducted by the Survey Department and the Registration and Real Estate Services Department at the Dubai Land Department. This survey covers the state of the plot (free / built land), the number of buildings erected on the plot, and the number of floors and units. The building classification survey also includes building facilities based on a survey covering 64 points. BuILDING PERMITS ISSuER The Dubai government authority responsible for issuing building permits and completion certificates as authorized by law. BuILDING PLANNING A uTHORITY It is the government agency in Dubai responsible for urban planning and master planning. EJARI It is an electronic system in the Dubai Land Department that is available on the Internet to register rental contracts in Dubai in accordance with Law No. 26 of 2007. For more information, please visit the following website: www.ejari.ae REAL ESTATE ACTIVITIES All material actions or legal actions related to developing, selling, buying, registering, organizing, valuing and renting real estate in the emirate, as well as other real estate activities and services that are performed or organized by the department and its supervised actors. THE EXTERNAL PARTY It is the entity that the Valuer uses to perform the appraisal mission to the fullest extent, including the surveying company, real estate data providers and real estate inspectors."
12,12,"Emirates Book Valuation Standards (EBVS) INTRODuCTION 131 2	OBJECTIVES of the Emirates Book Valuation Standards (EBVS). What does the Emirates Book Valuation Standards (EBVS) aim to achieve and who is the target audience. 1 2 10 The objective of the Emirates Book Valuation Standards (EBVS) is to provide more details about the implementation of International Valuation Standards in the emirate, as the book provides additional details about the practical implementation of International Valuation Standards and approving them where necessary, and this includes in accordance with International Valuation Standards “standards for carrying out appraisal tasks using generally accepted and recognized scenarios and foundations that enhance transparency and consistency during appraisal practice”. 1 2 20 In addition to the above objectives, the Emirates Book of Evaluation Standards aims to achieve the following goals: 1 . Establishing procedures and policies for real estate appraisal. 2. Building a reliable database for real estate prices to be considered as historical documents that can be referred to when necessary to find information about a specific area. 3. Developing smart, contemporary systems, and transparency and ease of use for the purpose of:  Providing a reliable database for Valuers on commercial transaction data by Dubai Land Department.  Providing Valuers with a secure system to record their appraisal reports.  Providing customers with a secure system to verify and follow up the valuations of their assets. 4. Providing a legislative framework that enables real estate Valuers to valuate real estate in an accurate and approved way. 5. Enhancing the position of the appraisal profession in the real estate professions. 6. Promoting transparency in dealing with the concerned persons in the market and ensure their rights. 7. Helping Valuers to provide reliable valuation and complete reports that contain the required data and requirements, in a manner that provides greater transparency for the investor, thus reducing this risk."
13,13,Emirates Book Valuation Standards (EBVS) INTRODuCTION 14 
14,14,"Emirates Book Valuation Standards (EBVS) INTRODuCTION 151 3	GENERAL	BASES of the Emirates Book Valuation Standards (EBVS). 1 3 10 COMPLIANCE WITH STANDARDS 1 3 20 ASSETS AND LIABILITIES1 3 10 1 When making a statement stating that a valuation will take place or has been carried out in accordance with the Emirates Book Valuation Standards. This implies that the valuation was prepared by adhering to all relevant standards issued by the emirate and the International Valuation Standards Council (IVSC). 1 3 20 1 The standards may be applied to the valuation of both assets and liabilities. To help add more clarity to these standards, the word “asset” or “assets” has been defined to include the liabilities and assets groups, liabilities, or assets and liabilities, unless otherwise stated explicitly or unless the context explicitly excludes the liabilities from this matter.Sections Contents 10 Compliance with standards 20 Assets and liabilities 30 Valuer 40 Objectivity and ethics 50 Specialization and efficiency 60 Exceptions 70 Dispute resolutions 80 Disciplinary action 1 3 30 VALuER 1 3 30 1 The Valuer must be registered in the registry of real estate Valuers. To help make these standards clearer, the term “Valuer” includes appraisal reviewers. 1 3 30 2 It is not permissible for any company, bank or financial institution in the emirate to seek the assistance of a person not registered in the registry to work as an Valuer."
15,15,"Emirates Book Valuation Standards (EBVS) INTRODuCTION 161 3 30 3 An Valuer who works for a bank or financial institution is prohibited from providing real estate appraisal services to any party other than the bank or financial institutions that he works for. 1 3 30 5 The validity of the registration of Valuers is valid for one year and renewed for a similar period, provided that the renewal application is submitted within 30 days before the expiration date of the registration.1 3 30 4 When submitting a request to be registered in the registry, the Valuer must comply with the following: 1. To have a relevant experience in the valuation field of at least two years if he is an Emirati citizen. 2. He must have relevant experience in the field of valuation no less than five years if he is a foreigner. 3. Enjoy full eligibility. 4. Being of good conduct and behavior and not having been convicted in the past of a felony or crime that infringes honor or trustworthiness, unless he has received a consideration or amnesty from the competent authorities. 5. He must possess academic qualifications and training certificates as determined by a decision of the director . 6. Pay the fees determined by law. 7. Fulfill any other conditions determined by the relevant decision issued by the department. 1 3 40 OBJECTIVITY AND ETHICS 1 3 40 1 The valuation process requires the Valuer to issue unbiased reports regarding data reliability and assumptions. To ensure that the valuation process is credible, it is important that these reports are issued in a manner that promotes transparency and limits the impact of any subjective factors on this process. The reports used in the application should be applied objectively to avoid biased analyzes, opinions and conclusions. 1 3 40 2 It is essential that the appropriate controls and procedures are implemented when applying these standards in order to ensure that the required level of objectivity in the valuation process is achieved in a manner that ensures that the results are free from any bias. In addition, IVSC Code of Ethical Conduct for Professional Valuers and the 10 Ethical Principles issued by International Ethics Standards Coalitionwww.iesc coalition.org provide an example of an appropriate framework for professional conduct."
16,16,"Emirates Book Valuation Standards (EBVS) INTRODuCTION 171 3 40 3 In addition to the standards outlined succinctly above, for the purpose of complying with the requirements of Article 16 of Executive Council Resolution No. 37 of 2015 regulating the real estate appraisal profession in the Emirate of Dubai with regard to the obligations of persons practicing the profession, any person practicing the profession must comply with the following: 1. Adherence to the principles of honor and integrity and the code of ethics for the profession accredited by the Real Estate Regulatory Agency for this purpose. 2. Considering the accuracy, principles and traditions of the profession when performing tasks. 3. Maintaining the confidentiality of the information that the Valuer may access when practicing the real estate appraisal process. 4. Include the name of the Valuer and his registration number in the statement in all correspondence, certificate and reports issued by him. 5. Preparing work reports regarding all the real estate appraisal work performed and sending a summary of these reports to the Real Estate Regulatory Agency through the means approved by the institution. 6. Respect of profession ethics while dealing with colleague Valuers and refrain from competing illegally/ immorally or publicly criticize their works. 7. Maintain an electronic record of each real estate appraisal task, which must include copies of reports, correspondence and written notes related to this task. 8. Maintain records and reports of all works for a period of at least 5 years from the date of completion of the valuation or from the date of issuance of the final report. The director will determine the types of records and information that must be included in those records, reports and files. 9. Adherence to the form, the main requirements and specific information of the property and the rights associated with it, which must be included in the real estate appraisal report, with that being submitted to the party requesting the real estate appraisal. 10. Comply with the valuation standards and real estate appraisal procedures stipulated in the Emirates Book Valuation Standards. 11. Not to use any person who is not registered in the registry to perform real estate appraisal processes. 12. Practicing the profession through a licensed company, bank or financial institution. 13. Refrain from working for more than one company inside the emirate at the same time (unless the approval of the Real Estate Regulatory Agency is obtained). 14. The company must act as an independent third party in any valuation process, and not as an entity of any bank / financial institution or company / broker / real estate developer in order to avoid any conflict of interest. 15. Fulfill any of the other obligations determined by the relevant decisions issued by the department."
17,17,"Emirates Book Valuation Standards (EBVS) INTRODuCTION 181 3 40 4 In addition to the standards outlined succinctly above, the Emirates Book of Evaluation Standards includes the following requirements with regard to avoiding conflicts of interest: A The Valuer is prohibited from working for two or more parties in the same transaction without obtaining their prior written consent to do so, and this must be indicated in the report. B The Valuer must take all reasonable precautions to ensure that there is no conflict of interest between the parties involved, while disclosing such conflict in advance in writing as soon as possible. C It is not possible to provide a definitive list of situations that might involve a conflict of interest. Therefore, the following are examples of cases in which it may be necessary for the Valuer to disclose: 1. Receive assignments from the buyer, who will then issue the valuation to the bank. 2. Work on behalf of the buyer and seller in the same transaction. 3. Work for both the borrower and the lender. 4. Work for two or more parties who are competing for the same opportunity. 5. Valuation of a property previously evaluated by the same valuer in favor of another customer. DFollowing options are available for the Valuer in case of conflicts of interest: 1. Take the necessary measures to preserve information and prevent any leakage. 2. Obtain written consent from all parties to move forward. 3. Refusal to work on behalf of the customer. 1 3 50 SPECIALIZATION AND EFFICIENCY 1 3 50 1 Valuations must be prepared by an individual who is registered in the register to practice the profession and works in a licensed office authorized to practice the profession. 1 3 50 2 The Valuer must possess the technical skills, experience and knowledge necessary to understand, interpret and invest the works provided by any specialists. skills, experience and knowledge necessary "
18,18,"Emirates Book Valuation Standards (EBVS) INTRODuCTION 191 3 50 3 In addition to the standards outlined succinctly above, the Emirates Book of Evaluation Standards sets the following requirements in terms of Specialization and efficiency: A The Valuer must refuse any work if he lacks the experience or skill to accomplish the task efficiently. B If the Valuer requests actual assistance from an external party , he must ensure the adequacy of this party’s expertise and skills to ensure that the work is carried out according to the correct standards. In this case, the Valuer is obligated to seek written consent from the client before contracting for the services of the external party, including this in the appraisal report. The external party must also adhere to what is stated in the Emirates Book Valuation Standards. C The Valuer is committed to carrying out his work professionally and on time. D The Valuer must deal professionally with any inappropriate behavior emanating from any other Valuer or other party. Any such behavior in relation to the appraisal profession should also be reported to the relevant authorities. E The Valuer must ensure understanding and familiarity with the standards according to which the client works, and which may affect the scope of work (such as: accounting, auditing, international standards for real estate measurement, securities, lending, etc.). F The Valuer must ensure that his employees and subordinates who provide assistance in a task comply with these standards. 1 3 60 EXCEPTIONS 1 3 60 1 In the event that the Emirates Book Valuation Standards does not address an issue, then the Valuers should refer to the International Valuation Standards. If there is a contradiction between the Emirates Book Valuation Standards and the International Valuation Standards, then the requirements of the Emirates Book Valuation Standards should be followed. 1 3 60 2 The preference for requirements to deviate from International Valuation Standards shall be in accordance with other legislative, regulatory or official requirements of the Emirates Book Valuation Standards over requirements of other International Valuation Standards. 1 3 60 3 If the Valuer is obligated to follow an exception during his course of work according to the Emirates Book Valuation Standards, this must be clearly stated in writing in the appraisal report."
19,19,"Emirates Book Valuation Standards (EBVS) INTRODuCTION 201 3 80 DISCIPLINARY ACTIONS1 3 70 CONFLICT RESOL uTION 1 3 80 1 In the event that any of the acts stipulated in Table 2 in the law is proven to be committed, the institution may take any of the following measures : 1. Stop the violator from practicing the profession for a period not exceeding six months. 2. Obliging the violator to attend a training course at the Dubai Real Estate Institute. 3. Cancellation of the violator’s registration from the registry. 4. Cancellation of the permit granted to the violator. 1 3 80 2 Valuers are obliged to cooperate with the Real Estate Regulatory Agency and the Dubai Land Department regarding all reasonable and legitimate requests related to their work.1 3 70 1 Conflict Resolution is a proven, time effective and cost effective alternative to litigation. The conflict resolution process includes a wide range of processes, which together provide alternative ways to manage and settle conflicts without the need to resort to litigation. In general, this process generally refers to one of the various processes used to resolve conflicts between parties, which includes negotiation, mediation, arbitration, and litigation. This process is concerned with resolving conflicts or differences by fulfilling some of the needs of each party and achieving at least their interests. 1 3 70 2 The alternative conflict resolution process is a process that takes place outside the jurisdiction of the judicial system such as arbitration and mediation that is used to resolve potential conflicts and disputes between individuals, commercial entities, and government departments/agencies. In general, the alternative conflict resolution process depends on the parties agreeing to use this process, either before or after the dispute has arisen. 1 3 70 3 In the event that a dispute arises directly or indirectly related to the valuation, then all Valuers must have the ability to prove that they have considered and studied the issue of using conflict resolution mechanisms before referring any matter to the judiciary. 1 3 70 4 In the event of a conflict or complaint between the valuation office and the applicant for valuation, a request is submitted by the Valuer and referred to the grievance committee regarding organizing the practice of the real estate appraisal profession to consider the complaint."
20,20,Emirates Book Valuation Standards (EBVS) INTRODuCTION 21 
21,21,"Emirates Book Valuation Standards (EBVS) INTRODuCTION 221 4	MEASURING	SPACES according to the Emirates Book Valuation Standards (EBVS) and International Property Measurement Standards (IPMS). The Emirates Book Valuation Standards places great emphasis on appropriate and accurate measurement of spaces, as measuring spaces is an essential component of ensuring high accuracy of assessment. In this context, this book recommends the use of international standards for measuring real estate by the Valuer to the maximum extent possible. 1 4 10 The Dubai Land Department and the Real Estate Regulatory Agency fully support international standards for real estate measurement. 1 4 20 Terms such as Built Up Area (BUA) and Gross Floor Area (GFA) are common terms used in Dubai, where the term Built Up Area refers to the total built area of a specific building, and this term is usually used by contractors and developers to calculate the construction cost . The Gross Floor Area is the total area fit for use in a building, and this term is usually used by planning authorities to monitor and control the amount of space being built. Typically, the following approximate estimate is correct in Dubai: Gross Floor Area + Covered Area = Built Up Area. Which means that the Built Up Area is usually larger than the Gross Floor Area. It is expected from Valuers to use historical figures for Built Up Area or Floor Area while they carry out appraisal works. 1 4 30 There is no internationally recognized definition of the terms Built Up Area and Gross Floor Area, for this reason this book imposes the use of international standards for measuring real estate on all Valuers, in order to enhance transparency and to allow comparison of appraisals with other financial reports. 1 4 40 During the implementation of the valuation work and upon the coincidence of a designated area, it shall always refer this to the original standard according to which this area was calculated in addition to converting to the formulation of the International Property Measurement Standards of related real estate, and this is called a double report and valuers must use this as reasonably as possible."
22,22,"Emirates Book Valuation Standards (EBVS) INTRODuCTION 231 4 50 A dual report is important because it indicates to the valuer, the customer and anyone reading the report any elements that have been included or excluded from the areas, which will have a direct impact on the value of the property. 1 4 60 International Property Measurement Standards should be used as a common denominator to ensure the consistency of the standards for measuring the different area in use. 1 4 70 The gross floor area of a building (whether it is an administrative building, multi story building, villa, contiguous houses/townhouse, units, or industrial buildings) represents the gross floor areas of a multi story building, villa, townhouse, units, or industrial buildings. The floor areas can be classified into the area of the apartments, the balcony area and the common areas. This area is included in the site plans and must be calculated using International Property Measurement Standards www.ipmsc.org 1 4 80 The following are the approved standards for measuring and calculating the floor area for valuation purposes: 1. Apartments area (Area A) = IPMS Standard 3A   0.5 x component B1 (exterior walls) Comment This equation is used to convert the Dubai Land Department standard used with freehold real estate into International Property Measurement Standards. 2. The area of the balconies (Area B) = the area of the balconies + 0.5 x component B1 (exterior walls) Comment This equation is used to convert the Dubai Land Department’s standard for property used with freehold real estate to International Property Measurement Standards. 3. The area in the title deed issued by Dubai Land Department =A + B = IPMS 3A standard + balconies area. Please note that these equations only apply to title deeds issued by the Dubai Land Department in respect of spaces and areas of freehold real estate in Dubai."
23,23,Emirates Book Valuation Standards (EBVS) INTRODuCTION 248004488PART TWO GENERAL STANDARDS INCLUDED IN THE EMIRATES BOOK VALUATION STANDARDS (EBVS)
24,24,"Emirates Book Valuation Standards (EBVS) INTRODuCTION 258004488Paragraphs Contents 10 OverviewStandard EBVS 101 SCOPE OF WORK Contract Terms 2. EBVS 101.10 OVERVIEW 2.EBVS 101.10.1 Scope of Work EBVS 101 (sometimes referred to as contract terms) fully adopts International Valuation Standard “IVS 101 Scope of Works”, which sets out basic conditions for contracting valuation work, such as the assets subject to valuation, the purpose of the valuation and the responsibilities of the parties participating in the valuation. 2. EBVS 101.10.2 As stipulated in the International Valuation Standard IVS 101: Scope of Work, all valuation advice and work done in preparation should be appropriate to the intended purpose. The valuer must also ensure that the intended recipient of the valuation advice understands what will be presented to him and understands any restrictions on the use of what will be provided before its completion and prepare a report accordingly."
25,25,"Emirates Book Valuation Standards (EBVS) INTRODuCTION 262. EBVS 101.10.3 In addition, the valuer must inform his client of the scope of work before accomplishing the task, and this includes the following: A Valuer identification. B Determine (dealers), if there is any. C Identify other targeted users (if there is any). D Valuable assets. E Valuation currency. F Purpose of the valuation. G The basis/foundations used to determine the value. H Date of valuation. I The nature and scope of the work of the valuer and any restrictions imposed on this work. Y The nature and source of the information the valuer relies on. K Type of report being prepared: Report format   that is, how to prepare it To Restrictions on the use, distribution and publication of the report. L That the report will be prepared according to the Emirates Book Valuation Standards and that the valuer will estimate the suitability of all important data. M Financial allowance for real estate valuation. "
26,26,"Emirates Book Valuation Standards (EBVS) INTRODuCTION 272. EBVS 101.10.4 In addition to the mandatory requirements mentioned in the International Valuation Standard IVS 101: The scope of work and additional requirements that arise from government procedures in Dubai, the valuer must report the following: 1. The scope of the valuation (ex: Dubai Emirate). 2. The valuation standard used (ex: International Valuation Standards Council). 3. Professional liability insurance restrictions. 4. Special assumptions to be used in the valuation. 5. Exceptions to the standard and their causes. 6. Any previous dealing with the customer or about the property subject to valuation. 7. Any time limit in relation to the valuation (specifically: the validity of the valuation applies only to the day of the valuation). 2. EBVS 101.10.5 Companies must enter into a real estate appraisal agreement with the party requesting this appraisal. This agreement should provide for the rights and obligations of the two parties, especially the following: 1. Determine the property to be valuated. 2. Purpose of the valuation. 3. The period required to complete the valuation. 4. Valuation fees. "
27,27,"Emirates Book Valuation Standards (EBVS) INTRODuCTION 28Paragraph Contents 10 OverviewStandard	EBVS	102 VERIFICATION AND COMPLIANCE 2. EBVS 102.10.1 OVERVIEW 2. EBVS 102.10.1 This book fully adopts the International Valuation Standard (IVS 102) and conforms to the general foundations of the International Valuation Standard “IVS 102”: Verification and Compliance, which states that “to ensure compliance with International Valuation Standards, valuation tasks (including valuation reviews) must be done in accordance with all principles set forth in International Valuation Standards that are appropriate to the purpose, terms, and provisions stipulated in the scope of work”. 2. EBVS 102.10.2 Moreover, according to what is mentioned in Section 20.5 of the International Valuation Standard IVS 102: Verification and Compliance “When considering the credibility and reliability of the information provided, valuers should consider matters such as: A Purpose of the valuation. B The importance of information for the valuation result. C Source expertise on the subject. D Whether the source is independent of the valued asset and/or the recipient of the valuation (refer to IVS International Valuation Standard: Scope of Work   Paragraph 20.3 (A)). In addition to the requirements set out in the International Valuation Standard IVS 102: Verification and Compliance, the valuer must review the property data subject to valuation according to the following procedures: 1. Ensure that the valuer has the permission or authority to request an appraisal of the property through the correct documentation. 2. Obtaining the title deed issued by the Land Department in Dubai (or equivalent) for the property. 3. Checking all the data mentioned in the title deed and comparing it with the data provided by the customer. 4. Ensure that any information related to the company or activity matches the information in the contract, bond or company record.2. EBVS 102.10.3"
28,28,"Emirates Book Valuation Standards (EBVS) INTRODuCTION 292. EBVS 102.10.4 If the real estate appraisal process requires the valuer to enter the property, he must notify the property owner or his agent in advance, agreeing with him on the appropriate time to enter the property and inspect it.5. Reviewing any procedures that are imposed on the property such as mortgage as insurance, with consideration of the impact of these procedures on the valuation of the property. 6. Obtaining approved property plans from the concerned planning authority (such as Dubai Municipality). 7. Preparing a detailed description of the property through the collected data and documents. In the event that there is ambiguity or insufficient documentation, the valuer may refer to the Survey Department of the Registration and Real Estate Services Sector in the Dubai Land Department to obtain a report on the classification survey of the buildings in respect of the property that the valuer was assigned to valuate. This is subject to the special procedures applied by the Survey Department, which are subject to change from time to time. 2. EBVS 102.10.5 Moreover, when inspecting a property by visiting the site, the valuer must   in addition to the requirements set forth in the International Valuation Standard “IVS 102”: verification and compliance   implement the following mandatory requirements as part of the Emirates Book Valuation Standards: 1. Obtaining the owner’s consent to visit the site, including coordination with the residents as needed. 2.Inspect the property on the ground, indicate its condition, and prepare a detailed report that includes the following: A The date of submitting the valuation request and visiting the site. B The type of materials that make up the property, such as being constructed with stones or concrete reinforced with iron or any other materials, and the percentage of each of the materials that make up the building. C The age of the building (and the year of its construction) with respect to the foundation and every part of the property. D The general appearance of the building in terms of its condition compared to the surrounding real estate. E Determine the geographical description of the property in terms of accessibility and other descriptions. F Real estate measurement according to International Property Measurement Standards. G Take notes on the interior and exterior finish level and the type of materials used. H Take notes on the general condition of the property and indicate any current internal or external defects."
29,29,"Emirates Book Valuation Standards (EBVS) INTRODuCTION 30I Take notes on the systems that the building was provided with (air conditioning, firefighting, security systems, etc.). J Take notes about the surrounding and nearby properties. K Take notes on the factors that affect the property positively and negatively. 3. Attach illustrative pictures of the property from all corners. 4. Preparing the real estate file, provided that this file includes, for example, official data such as the land plan, building completion certificate, and a document showing the real estate from the inside. 5. Providing the required equipment to inspect the property, examine it on the ground, and raise the dimensions (for example: measuring devices and cameras). 2. EBVS 102.10.6 Moreover, in the event that the property is examined by someone other than the valuer, this must be clearly stated in the report (with names, dates, qualifications and job titles)."
30,30,"Emirates Book Valuation Standards (EBVS) INTRODuCTION 31Paragraph Contents 10 Overview 20 Appraisal reports 30 Appraisal review reportsStandard	EBVS	103 REPORTS PREPARATION 2. EBVS 103 10 OVERVIEW 2. EBVS 103.20 APPRAISAL REPORTS 2. EBVS 103.10.1 The Emirates Book Valuation Standards adopts the International Valuation Standard “IVS 103 Reporting”: reporting, as stipulated in Section 20.1: General Conditions: “The purpose of the valuation process, the complexity of the asset subject to the valuation, and the requirements of users will determine the level of the appropriate detail of the valuation report. The report is prepared in the format agreed upon with all parties as part of the scope of work (please refer to the International Valuation Standard IVS 101 Scope of Work). 2. EBVS 103.10.1 Moreover, as stipulated in Section 30: Appraisal Reports of International Valuation Standard IVS 103 states: “When the report is prepared as a result of a task that includes a valuation of an asset or assets, the report must indicate at least the following: A The scope of work carried out, including the elements listed in Paragraph 20 3 of International Valuation Standard IVS 101: Scope of Work, depending on the degree to which each applies to the task. B Curriculum or approved curricula. C Approved method(s). D The main data used. E Assumptions made. F Value conclusions and the main reasons for any conclusions reached. G The report date (which may differ from the valuation date)."
